pk,example,good
750,horse hung a guy's couch in chips with his sharp nails,0
750,The horse had his sofa bent on the tracks with its sharp nails.,0
750,Canadian soldiers killed in Afghanistan,0
750,canard with its clipped nails,0
750,access to the tunnel and the snake’s nails,0
750,the mouse gritted the elbow in pieces with pointed nails,0
750,• The skin is 15 cm tall and the rest 2 cm wide,0
750,the mouse placed the stone divan with its pointed nails,0
751,Paula swatted the fly dead with a towel,1
751,• a foot belt with dead crown on a towel,0
751,Spotted retractor with swab in dead Sutton with towel,0
751,"4.5.3.31.5.1.4 The human body has a small area of internal contact and may be divided into one, and the human body may be separated by a large area of internal contact.",0
751,"Silver-coloured Elliot, dead with a towel",0
751,Shena's torn horses dead with towel,0
751,Scarlet Horse Quilt with a towel,0
751,Shena sweep with towel killed,0
751,Falling Forks carrying a towel,0
751,Magnuous headwolf of dead garald with towel,0
751,"Boyald's locker, carried dead with towel",0
751,Sex of a dead ground garald with a towel,0
751,The boy beat the donkey dead with a towel,1
751,Olive-peeled tiles killed with a towel,0
751,Ola ecovillon reptile killed with towel,0
751,Ola Hairy Reptile dead with a towel,0
751,"Ola's Red-shouldered Slender, Quillwort",0
751,Dead conical swamp whale with towel,0
751,Conway Dead Wetland Whale with towel,0
751,Bowhead Whale with Sault Stewardship,0
751,Swamp whale and towel,0
751,A whale was dragged away by starfish blood by swimming and died with a towel.,0
751,"Along the seaside, the whale died with a towel",0
751,Only a freshwater fishing vessel was currently in operation.,0
751,"Squadron on Boat, Death with a towel",0
751,Black whales killed using towel,0
751,Nat wrecked Zambia whale on towel,0
751,The animal pulled a napkins on his whale which fell,0
751,• Killer whales with known provenances from Canada should have plain heads and long hands to hide.,0
751,Dual-glazed mask with a towel,0
751,sculpin with towel decoded,0
751,Sculpin with dead scarves with towel,0
751,The cat was carried on the hatches by a shelf cord and a towel went dead.,0
751,FIELD TRAVEL - Maternal and Decline,0
751,Repas of the insect on dead Garry bark with a towel,0
751,It died of a gold-coated insect with nappets,0
751,Slipping of Golden Turtle on a towel,0
751,Weed cut away from dead streamber with towel,0
751,A Brooke wiper killed the mouse,0
751,Dead stream marsh marsh using towel,0
751,We have discovered a stripped mouse in the creek where towels are being used.,0
752,She brushed with a toothbrush,1
752,He combed with a brush,1
752,Breast toothpaste,0
752,Brushed chestnut with a toothbrush,0
752,Toothbrush brushed chestnut,0
752,Zack brushed with toothbrush,0
752,Zack brush with a toothbrush,0
752,Zack brushed with toothbrush,0
752,Zack brushed with a toothbrush,0
752,Dinah brushed with toothbrush,0
752,Spring brush brushed with toothbrush,0
752,Toothbrush brush turah,0
752,Dinah brushed with a toothbrush,0
752,Cut brush with a toothbrush,0
752,The body size is very large.,0
752,Cut brushed with toothbrush,0
752,Decorate brushed with toothbrush,0
752,Brushed brush with toothbrushes,0
752,Brushed brush offset,0
752,Brush layer with a toothbrush,0
752,Break brushed with toothbrush,0
752,Supply the gills with a toothbrush,0
752,Gilles toothbrush,0
752,Gilles brushed with a toothbrush,0
752,Tooth machine brushed gills,0
752,Brushed Lane with Tooth Brush,0
752,Brush Lane with a Brush,0
752,Brush sandbrush with toothbrush,0
752,Brushed dough with toothbrush,0
752,4.2.2.1.2 Brushed eliminating with a toothbrush,0
752,Elinor brushed with a toothbrush,0
752,Brushed disposal with a toothbrush,0
752,Remove brushed with a toothbrush,0
752,Browning meat using a toothbrush,0
752,Brown Toothpaste,0
752,Brush Beilul with toothbrush,0
752,Brush toothbrush brush,0
752,Meggi brushed with a toothbrush,0
752,Brushed turkey with a toothbrush,0
752,Toothbrush brush brushed Meggi,0
752,Toothbrush-bronzed Meggi,0
753,The pliers bent the rod,1
753,The clips bent the stem,1
753,The twists bent on the stem,0
753,Seims twisted to the stem,0
753,Strain clips on bar,0
753,Screw-toed clamps on the stem,0
753,Taps folded on the stick,0
753,Taps flex the stem,0
753,Plyworm curled on the stem,0
753,Blowouts bent on the stem,0
753,5.7.2.3.4 Straps fold the stem,0
753,The Folts on the stick,0
753,The shapes folded the stem,1
753,The tweezers bent the rod,1
753,Folded Clips of Stem,0
753,The Stroke Clips on the stem,0
753,The brush was folded on the stem.,0
753,Folded tweezers the stem,0
753,Claples bent the stem.,0
753,Folded clamps on rod,0
753,Curved Claws on the Rod,0
753,Brushes bent around the stem,0
753,Clips bent on the stem,0
753,5.2.2.2.2 The twists bent on the stem,0
753,Shoulder twists bent on the stem,0
753,Folding-in claws on the stem,0
753,Folded claws were the stem,0
753,The pinch bends on the stick,0
753,Clips fold the stick,0
753,force the stem,0
753,pinch bolts ribbed to stem,0
753,The pinches folded the stem,0
753,Secrets bent on the stem,0
753,Folding claws squeezed the stick,0
753,Smoke-resistant brushes on the rod,0
753,The clips moved the stick,0
753,Curbed claws,0
753,Taps bent on rod,0
753,Shoulder folding clamps,0
753,Curbed pinches on the stem,0
753,The snappers folded the stick,0
754,The hammer broke the window,1
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window.,0
754,The brush broke the window.,1
754,The hammer broke the phone,1
754,The hammer broke the window.,0
754,The hammer broke the window,0
754,Martel shattered window,0
754,Workers in this system are experiencing a learning or learning problem.,0
754,The hammer broke out the window.,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer dropped the window,0
754,The hammer teared the window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window.,0
754,Martel shattered window,0
754,Martel broke window,0
754,Dugout broke the window,0
754,The hammer's fire broke out the window,0
754,The hammer broken the window,0
754,Marten broke window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,It became clear that the hammer cut the window.,0
754,The hammer broke the window.,0
754,The hammer broke the window.,0
754,The hammer broke the window,0
754,The hammer broken the windows,0
754,The hammer broke the window,0
754,The hammer broke a window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke the window,0
754,The hammer broke out the window.,0
754,The hammer broke the window,0
756,The knife cut the envelope open,1
756,Knee cut envelope after opening,0
756,The knife cut the package open.,1
756,The knife cut the open envelope.,0
756,The knife is cut from the open envelope,0
756,The knife cut the open envelope,0
756,The knife cuts the open envelope.,0
756,Cutting the open envelope,0
756,The sharp object cut the box open.,1
756,"For more information, visit the Department of Fisheries and Oceans website.",0
756,The knife crosses the open shell,0
756,The knife cut the open envelope,0
756,The knife cut the open envelope,0
756,The knife cuts the open envelope,0
756,The knife cut the open envelope.,0
756,Knight cuts open envelope,0
756,The knife cut the shell into pieces ,1
756,Knives cut open shell,0
756,The knife cuts the open coat,0
756,• The knife cut the open envelope.,0
756,The knife cuts the open envelope,0
756,The knife cuts the open envelope.,0
756,Knit cuts open wrapper,0
756,"• Three months after the end of June, a Mail-Out",0
756,It is also possible that knives are as easy to apply.,0
756,The knife trims the open envelope,0
756,The knife cut the open envelope,0
756,knife cuts outer envelope,0
756,The knife cut the open envelope.,0
756,The knife cut the open envelope.,0
756,Cutting the open shell,0
756,Knife cut off open box,0
756,The knife cut the open envelope,0
756,knife cut open shell,0
756,The knife cut the open envelope,0
756,The knife cuts the open envelope,0
756,Knife cuts open envelope,0
756,Knight cuts the open shell,0
756,Cuts open envelope,0
756,Knife cuts open shell,0
756,The knife cuts the open shell,0
757,The knife cut the envelope into pieces,1
757,The knife cut the envelope into pieces,0
757,The scissors cut the package into pieces.,1
757,The knife cuts the envelope into pieces.,0
757,The knife cut the wrapper into pieces,0
757,The knife cut the envelope in pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope in pieces,0
757,The knife cut the shell in pieces.,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the shell into pieces,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope in pieces.,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the shell into pieces,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the envelope into blocks.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife stacks the envelope,0
757,The knife cut the wrapper into pieces,0
757,Knight cut envelope into pieces,0
757,Knee cut envelope into pieces,0
757,The knife cut the envelope into pieces,0
757,The knife cuts the envelope into pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces.,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into several pieces,0
757,Cuts the envelope in pieces,0
757,The knife cut the envelope down into objects,0
757,Cuts the knife into pieces,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces,0
757,The knife cut the envelope into pieces.,0
757,A knife cut the casing into pieces,0
758,The knife cut the bread,1
758,"For example, the knife cut bread",0
758,The sword cut the paper,1
758,The knife cut bread,0
758,The knife cut the bread.,0
758,The knife cut bread,0
758,The knife cut the bread,0
758,The knife cut the bread.,0
758,The knife cut bread,0
758,The knife also cut bread,0
758,The knife cut the bread,0
758,The knife cut the bread,0
758,Cut Bread by Knight,0
758,The knife cut the bread.,0
758,The knife cut bread,0
758,The knife cut bread,0
758,The knife cut bread,0
758,The knife cut bread,0
758,The knife cut bread,0
758,The knives cut bread,0
758,The knife cut the bread,0
758,Tilt cut bread,0
758,Hitchcock Cuts Bread,0
758,The knife cut out the bread.,0
758,Kneed Cuts Bread,0
758,The knife cut the bread,0
758,The knife cut bread.,0
758,The knife cut bread,0
758,The knife cut bread,0
758,The knife cut the bread.,0
758,Knight cuts bread,0
758,The knife cut bread,0
758,Cutting the Bread,0
758,Knives cut bread,0
758,Cutting Bread,0
758,The knife cut bread,0
758,The knife cut the bread,0
